City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
512,Springfield,US,82.92,clear sky,37.2153,-93.2982,Best Western Route 66 Rail Haven
517,Yenagoa,NG,75.31,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
519,Jinka,ET,63.39,light rain,5.65,36.65,
520,Ciudad Ojeda,VE,81.93,overcast clouds,10.1964,-71.3082,Hotel Holiday
521,Aljezur,PT,68.25,clear sky,37.3191,-8.8033,Amazigh Hostel
522,Celestun,MX,80.44,clear sky,20.8667,-90.4,Posada Lilia
523,Garmsar,IR,76.05,clear sky,35.2182,52.3409,مجتمع مرصاد
525,Chalus,IR,67.46,scattered clouds,36.655,51.4204,Rama Spa
526,Pathein,MM,75.27,overcast clouds,16.7833,94.7333,Pathein Hotel
527,Ibra,OM,75.92,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
528,Castro Marim,PT,71.29,clear sky,37.2207,-7.4435,Parador de Ayamonte
530,Mokhotlong,LS,60.51,few clouds,-29.2894,29.0675,Tsabi's Guest House
531,Virginia Beach,US,62.64,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
532,Wajir,KE,76.77,broken clouds,1.7471,40.0573,Mahatallah Hotel
533,Biarritz,FR,66.7,overcast clouds,43.4801,-1.5556,Hôtel de l'ocean
534,Tall Kayf,TR,78.22,scattered clouds,37.0833,41.0667,
536,Lake City,US,80.31,clear sky,30.1897,-82.6393,Ramada Limited Lake City
538,Tabuk,PH,75.74,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
539,Mantua,IT,61.84,scattered clouds,45.1667,10.7833,Hotel la Favorita
541,Itajuipe,BR,77.79,clear sky,-14.6781,-39.375,Pousada Itajuipe
543,Vila Velha,BR,75.15,scattered clouds,-20.3297,-40.2925,Hotel Vitória Palace
545,Beira,MZ,73.49,few clouds,-19.8436,34.8389,Beira Terrace Hotel
548,Natal,BR,80.82,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
550,Matamoros,MX,78.91,scattered clouds,25.5333,-103.25,Quinta Belem
551,Santiago De Cao,PE,60.93,fog,-7.9589,-79.2392,Casa de la tía
552,Methoni,GR,62.46,overcast clouds,36.8197,21.7049,Methoni Beach Hotel
554,Olinda,BR,78.53,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
555,Mattru,SL,74.03,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
557,Pereira Barreto,BR,78.87,light rain,-20.6383,-51.1092,Hotel Pousada Pantal
558,Ouesso,CG,71.87,light rain,1.6136,16.0517,ABENIE Hotel
560,Odweyne,SO,76.5,overcast clouds,9.4092,45.064,Eng Hiirey House
563,Leo,BF,77.77,overcast clouds,11.1,-2.1,Hotel Sissilis
564,Sabha,LY,72.18,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
565,Chichimila,MX,86.58,clear sky,20.6167,-88.2167,Casa Kiin
566,Mae Hong Son,TH,73.54,mist,19.3003,97.9685,Baiyoke Chalet Hotel
569,Lopik,NL,60.06,broken clouds,51.9725,4.9486,B&B Onder den Peerenboom
571,Semaria,IN,74.98,overcast clouds,24.3073,79.9718,mishra Tea Pan
576,Morondava,MG,75.65,clear sky,-20.2833,44.2833,La Case Bambou
577,Manga,BF,79.52,scattered clouds,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
578,Xuddur,SO,72.55,broken clouds,4.1213,43.8894,Banjanay Hotel
579,Kuito,AO,65.25,overcast clouds,-12.3833,16.9333,Herdeiros de Antunes Capusso
580,Nador,MA,71.85,few clouds,35.174,-2.9287,Hôtel La Giralda
581,Chabahar,IR,80.24,clear sky,25.2919,60.643,هتل گدروشیا
582,Iranshahr,IR,79.11,clear sky,27.2025,60.6848,نیک سرشت
583,Contamana,PE,89.6,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
584,Gat,IL,74.39,clear sky,31.61,34.7642,OlusHome
586,Badlapur,IN,82.2,overcast clouds,19.15,73.2667,Rainy Resort and Water Park
591,Nizwa,OM,78.22,scattered clouds,22.9333,57.5333,Orient Apartments
592,Chanika,TZ,66.43,overcast clouds,-5.4167,38.0167,New Rombo Green Hotel
593,Parambu,BR,80.8,clear sky,-6.2111,-40.6944,Hotel pousada santo onofre
595,Havelock,US,71.55,scattered clouds,34.8791,-76.9013,Sherwood Motel
596,Tsaratanana,MG,64.81,clear sky,-16.7833,47.65,
597,Galveston,US,86.18,clear sky,29.3669,-94.9669,Crystal Suites
598,Matara,LK,76.55,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
599,Capoterra,IT,69.53,clear sky,39.1763,8.9718,Ariedo Bed And Breakfast
600,Sao Paulo De Olivenca,BR,81.63,broken clouds,-3.3783,-68.8725,
602,Tahta,EG,78.57,clear sky,26.7693,31.5021,فندق الزيات
603,Baghdad,IQ,78.71,clear sky,33.3406,44.4009,Baghdad Hotel
606,Gashua,NG,84.76,broken clouds,12.871,11.0482,Forte Oil - Old Lorry Park
607,Mvangue,CM,66.96,overcast clouds,2.9667,11.5167,
608,Mount Clemens,US,76.1,broken clouds,42.5973,-82.878,"Holiday Inn Express & Suites Chesterfield - Selfridge Area, an IHG Hotel"
609,Bafq,IR,72.64,clear sky,31.6128,55.4107,Alamdar Hotel
610,Lucea,JM,86.86,scattered clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
611,Inhambane,MZ,70.7,clear sky,-23.865,35.3833,Oceano
612,La Fria,VE,86.11,overcast clouds,8.2203,-72.2439,Estacionamiento de los toledos.
615,Bandundu,CD,76.66,overcast clouds,-3.3167,17.3667,Coja Color
617,Mbini,GQ,77.14,overcast clouds,1.574,9.6134,Candy Vista Mar Mbini
618,Zachary,US,84.7,clear sky,30.6485,-91.1565,"Holiday Inn Express & Suites Baton Rouge North, an IHG Hotel"
619,Belmonte,BR,74.93,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
620,Villacarrillo,ES,64.58,clear sky,38.1156,-3.0848,Hotel Sierra de Las Villas
622,Sturgeon Bay,US,70.16,clear sky,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
623,Miraflores,MX,71.02,overcast clouds,19.2167,-98.8083,Hotel Mansión
624,Uarini,BR,81.59,broken clouds,-2.99,-65.1083,
625,Islamkot,PK,81.7,broken clouds,24.6997,70.177,Pizza point islamkot
627,Charagua,BO,81.12,scattered clouds,-19.8,-63.2167,Hotel
628,Concepcion Del Uruguay,AR,67.24,broken clouds,-32.4825,-58.2372,Aires del Campo Cabañas y Hotel
630,Dhanera,IN,80.4,scattered clouds,24.5167,72.0167,પ્રહલાદભાઈ. એસ. માળી
631,Srimushnam,IN,77.72,heavy intensity rain,11.4,79.4167,R.senthilnathsn
632,Bad Liebenwerda,DE,61.99,overcast clouds,51.5167,13.4,Landhotel Biberburg - Bieligkhof
633,Guhagar,IN,75.81,broken clouds,17.4842,73.1929,Hotel Seawinds
634,Pangoa,PE,75.47,overcast clouds,-12.1167,-73.0,
638,Bull Savanna,JM,79.34,light rain,17.8868,-77.5902,Big Red's
641,Oni,GE,60.01,overcast clouds,42.5794,43.4425,countryside house
643,Zabid,YE,88.0,broken clouds,14.1951,43.3152,مغرب التريبه
644,Ottawa,CA,69.64,few clouds,45.4112,-75.6981,Delta Hotels by Marriott Ottawa City Centre
645,Iturama,BR,81.68,broken clouds,-19.7281,-50.1956,República DominaCana
646,Karwar,IN,76.96,overcast clouds,14.8,74.1333,Netalco Connects
647,Agadir,MA,66.65,clear sky,30.4202,-9.5982,Iberostar Founty Beach
648,Brownsville,US,87.8,clear sky,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
649,Mananara,MG,68.9,light rain,-16.1667,49.7667,Chez Roger
650,Grand Haven,US,68.22,broken clouds,43.0631,-86.2284,"Holiday Inn Grand Haven-Spring Lake, an IHG Hotel"
652,Ewo,CG,76.05,overcast clouds,-0.8725,14.8206,Residence Elonda Ewo
653,Chipinge,ZW,61.65,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
654,Touros,BR,77.52,clear sky,-5.1989,-35.4608,INN NEW HORIZON
655,Tezu,IN,72.75,overcast clouds,27.9167,96.1667,Circuit House
656,Asfi,MA,68.68,broken clouds,32.2994,-9.2372,Hôtel Abda
660,Sabang,ID,79.66,overcast clouds,5.8933,95.3214,Hotel Citra
662,Lukulu,ZM,69.78,broken clouds,-14.3707,23.242,Ruth Guest House
663,Saint-Georges,GD,80.28,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
664,Saint Anthony,US,72.75,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
665,Sangod,IN,76.87,overcast clouds,24.9167,76.2833,krishan sharema
666,Adilabad,IN,74.19,overcast clouds,19.6667,78.5333,Dwaraka Hotel.
667,Novara,IT,64.0,broken clouds,45.5853,8.5778,Appartamenti Old Farm
668,Forio,IT,67.73,few clouds,40.7342,13.8646,Hotel Terme Providence
669,Monrovia,LR,76.77,light rain,6.3005,-10.7969,Sunset Inn
670,Muros,ES,66.09,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
671,Bobo Dioulasso,BF,76.46,light rain,11.1771,-4.2979,IBA Hotel
672,Port-Gentil,GA,78.76,scattered clouds,-0.7193,8.7815,Fengshui Residence
673,Bama,NG,75.61,broken clouds,11.5221,13.6856,UN Humanitarian Hub
674,Dhidhdhoo,MV,80.96,overcast clouds,6.8833,73.1,Dhidhoo beach
675,Lungi,SL,73.72,light rain,9.2212,-12.6831,Lungi Airport Lodge
676,Dabakala,CI,72.75,broken clouds,8.3667,-4.4333,Mosquée
678,Sivota,GR,60.62,overcast clouds,39.4078,20.2452,Hotel Filakas
679,Nantucket,US,62.71,light rain,41.2835,-70.0995,Jared Coffin House
680,Corralillo,CU,77.54,scattered clouds,22.9819,-80.5856,Hostal De Pedri
682,Rondonopolis,BR,81.1,overcast clouds,-16.4708,-54.6356,Serras Hotel
683,Foumbot,CM,64.02,overcast clouds,5.5079,10.6356,HÔTEL ROYAL
686,Djambala,CG,70.38,light rain,-2.5447,14.7533,Hotel Ravin D'or
